title;author;content
SAR Bandung Kirim 15 Personel Bantu Evakuasi Korban Banjir Tasikmalaya;Kontributor Karawang, Farida Farhan;"KARAWANG ,  KOMPAS.com -Kantor   SAR Bandung  mengirimkan 15 personelnya untuk membantu   evakuasi  dan pencarian   korban banjir  di Cipatujah,  Kabupaten    Tasikmalaya , Jawa Barat.Demikian disampaikan Kepala Kantor SAR Bandung, Deden Ridwansyah, di posko evakuasi korban dan pesawat Lion Air PK-LQP Tanjungpakis,   Karawang , Rabu (7/11/2018).""Ada 15 personel yang diberangkatkan,"" ujarnya.Baca juga:  Lima Orang Tewas pada Bencana Banjir di Tasikmalaya, Ini KronologisnyaDeden menyebutkan, Pos SAR Tasikmalaya dan diperkuat SAR Jabar akan bersama-sama melakukan evakuasi korban banjir yang diduga ada yang belum ditemukan.""Kami juga sudah berkoordinasi dengan BPDB (Badan Penanggulangan Bencana Daerah) Provinsi (Jawa Barat) untuk BKO, agar bersama-sama melakukan evakuasi dan pencarian korban yang diduga ada korban yang belum ditemukan,"" katanya.Deden menyebutkan, meski terjadi banjir di Tasikmalaya, jumlah personel untuk evakuasi korban jatuhnya pesawat Lion Air PK-LQP di perairan Karawang tidak dikurangi.""Jumlah personel untuk evakuasi korban pesawat Lion Air di Tanjungpakis, Karawang, tidak dikurangi,"" tambahnya."
Pangeran Charles Serukan Perlawanan terhadap Perbudakan Modern;Veronika Yasinta;"ACCRA, KOMPAS.com  -   Pangeran Charles  menyerukan perlawanan terhadap perbudakan modern ketika berkunjung ke Ghana, sebuah negara yang menjadi titik keberangkatan orang Afrika dijual sebagai budak.Melansir  CNN , Selasa (6/11/2018), dalam turnya pada awal pekan ini di Afrika Barat, Pangeran Charles menyebut penderitaan budak trans-Antlantik yang diperdagangkan begitu mendalam.Pangeran Wales itu dan istrinya, Camilla, mengunjungi Kastil Osu, yang dulu merupakan benteng perbudakan di Accra.Baca juga:  Cerita di Balik Peti Mati Fantasi ala Masyarakat Ghana...Dibangun pada 1661, kastil tersebut merupakan sel penahanan utama bagi budak Afrika. Tempat itu juga menjadi markas pemerintah kolonial Inggris.""Noda dalam sejarah dunia kita yang tak bisa terhapuskan,"" ujarnya.Pedagang asal Inggris merupakan partisipan terbesar di Atlantik, hingga mencapai 12 juta orang Afrika yang dijual menjadi budak.Kemudian, Inggris menghapus perdagangan budak trans-Antlantik pada 1807.""Inggris bisa berbangga karena memimpin jalan penghapusan perdagangan yang memalukan,"" ujarnya.Pewaris tahta kerajaan Inggris itu menyatakan, pemerintah bertanggung jawab memastikan perdagangan hina itu tak pernah terlupakan.""Kita membenci eksistensi perbudakan modern,"" tuturnya.Pada Senin malam, Presiden Ghana Nana Akufo-Addo menggelar jamuan makan malam kenegaraan untuk menyambut kunjungan anggota keluarga kerajaan Inggris.Selain Ghana, Pangeran Charles juga singgah di Gambia untuk menyambut baik kembalinya negara tersebut pada Persemakmuran.Baca juga:  Pengeluaran Pangeran Charles untuk Busana Keluarga KerajaanSebagai informasi, Pangeran Charles awal tahun ini dinobatkan sebagai kepala negara Persemakmuran, menggantikan ibunya, Ratu Elizabeth II.Pada Selasa lalu, Charles dan Camilla tiba di Nigeria dan disambut oleh Presiden Muhammadu Buhari di Presidential Villa."
Polisi Tahan 9 Pembakar Kantor Polsek Bendahara di Aceh;Kontributor Lhokseumawe, Masriadi ;ACEH TAMIANG , KOMPAS.com  – Polres   Aceh Tamiang  menahan 9 tersangka pelaku pembakaran Markas Polisi Sektor (Mapolsek) Bendahara, Kabupaten Aceh Tamiang, Rabu (7/11/2018).Mereka masing-masing berinisial JI (38), AN (38) SL (46), ZI (32), MD (26), IN (36), I (35) dan RI (30).Para tersangka berasal dari dua kecamatan, yaitu Kecamatan Bendahara dan Kecamatan Bandar Mulia, Kabupaten Aceh Taming.Kapolres Aceh Tamiang AKBP Zulhir Destrian menjelaskan, pemeriksaan intensif dilakukan dari 3 hingga 6 November 2018.Polisi, sambung Zulnir, memanggil 15 orang untuk diperiksa intensif. Satu di antaranya tidak datang karena sudah pulang ke Batam.“Jadi yang diperiksa hanya 14 orang,” katanya.Setelah pemeriksaan intensif dilengkapi dengan bukti-bukti, penyidik menyakini bahwa 9 orang itu terlibat kasus perusakan dan pembakaran markas polisi tersebut.Baca juga:  4 Fakta Baru Pembakaran Polsek Bendahara, 6 Polisi Diperiksa hingga Cari Dalang PembakaranMereka, sambung Zulhir, dijerat Pasal 170 dan 180 KUHPidana dengan ancaman lima tahun penjara.“Kami tegaskan, seluruh masyarakat posisinya sama di mata hukum. Bahwa ada dugaan personel Polsek melakukan tindakan penganiayaan hingga tersangka A meninggal dunia. Itu juga diperiksa intensif tim Polda Aceh dan Polres Aceh Tamiang. Kita tegaskan, anggota jika terbukti bersalah juga akan dihukum,” tegasnya.Dia menyebutkan, sembilan tersangka itu sudah ditahan dan surat dimulai penyidikan telah dikirimkan ke Kejaksaan Negeri Aceh Tamiang.“Kami imbau semua pihak menahan diri. Jika ada masalah, harap diselesaikan dengan baik dan menggunakan jalur hukum yang ada,” pungkasnya.Baca juga:  Polres Aceh Tamiang Mulai Sidik Kasus Pembakaran Polsek BendaharaSebelumnya diberitakan, Mapolsek Bendahara dirusak dan dibakar sejumlah warga. Mereka melakukan itu setelah mengetahui bahwa A, terduga pengedar narkoba yang ditangkap personel Polsek Bendahara, meninggal dunia. Diduga, A tewas karena dianiaya oleh sejumlah personel polsek.Ipda IW diberhentikan langsung dari jabatannya sebagai Kapolsek Bendahara oleh Kapolda Aceh beberapa jam pasca-insiden tersebut. Ipda IW digantikan AKP Sumasdiono.
Hadiri Peluncuran Situs Web Partai Emak-emak, Sandiaga Dikerubungi Ibu-ibu;Devina Halim;"JAKARTA, KOMPAS.com  - Calon wakil presiden nomor urut 02   Sandiaga  Uno hadir dalam acara peluncuran situs web Partai   Emak-Emak , di Jalan Jatipadang, Jakarta Selatan, Rabu (6/11/2018).Berdasarkan pantauan  Kompas.com , Sandi hadir sekitar pukul 14.10 WIB. Begitu tiba di lokasi, ia langsung dikerubungi   emak-emak  yang mengikuti acara tersebut.Para emak-emak tersebut ingin berfoto dengan Sandi.Baca juga:  Sandiaga Ajak Emak-emak Berkeliling Pusat Perbelanjaan MamujuPembawa acara terdengar berkali-kali meminta emak-emak tersebut untuk kembali duduk agar acara dapat segera dimulai.""Mohon ya ibu-ibu kembali duduk,"" tutur pembawa acara.""Bentar, bentar dong,"" sahut seorang ibu yang berada di dekat Sandi.Acara ini terlihat dihadiri oleh sekitar 100 orang. Terlihat pula Wakil Ketua Badan Pemenangan Nasional (BPN) Rachmawati Soekarno Putri, Pelaksana atau Inisiator Partai   Emak-emak  Eka Gumilar, dan Juru Bicara BPN Ferry Julianto."
M Taufik: Legawa, Saya Kan Mengamankan Kebijakan Ketua Umum...;Nursita Sari;"JAKARTA, KOMPAS.com  - Ketua DPD   Gerindra  DKI Jakarta   Mohamad Taufik  mengaku telah menerima keputusan bersama Gerindra dan Partai Keadilan Sejahtera (  PKS ) soal kursi wakil gubernur DKI Jakarta pengganti Sandiaga Uno.Keputusan itu yakni kursi   wagub DKI  milik PKS.Taufik menerima keputusan itu karena menjalankan kebijakan Ketua Umum Partai Gerindra Prabowo Subianto yang sejak awal menyerahkan posisi itu kepada PKS.Baca juga:  Gerindra Ingin Cawagub DKI Tak Kental Berpolitik""Legawa lah, saya kan mengamankan kebijakan ketua umum,"" ujar Taufik di Gedung DPRD DKI Jakarta, Jalan Kebon Sirih, Jakarta Pusat, Rabu (7/11/2018).Setelah merelakan kursi wagub DKI untuk PKS, Taufik berharap posisi itu dijabat sosok yang mengerti berbagai persoalan di Jakarta.Dengan demikian, Jakarta bisa lebih maju.Baca juga:  Ini Syarat dari Anies untuk Cawagub DKI yang Baru""Harus membangun Jakarta jauh lebih baik, wagub yang akan datang harus paham juga soal Jakarta,"" kata Taufik.Kandidat wagub dari PKS diketahui harus melalui tes kelayakan dan kepatutan terlebih dahulu.Taufik mengaku tidak akan masuk ke dalam badan penyelenggara tes bentukan Gerindra dan PKS itu.Baca juga:  Gerindra Diminta Tanda Tangani Kesepakatan 2 Cawagub DKI dari PKSDia akan menunjuk orang lain sebagai tim penguji.Adapun Taufik sebelumnya diketahui sempat percaya diri akan dicalonkan sebagai kandidat wagub DKI pengganti Sandiaga Uno.Namun, setelah Gerindra dan PKS DKI bertemu pada Senin (5/11/2018), kedua pihak sepakat bahwa kursi wagub menjadi hak PKS.Baca juga:  Teka-teki 2 Nama Cawagub DKI yang Disepakati Gerindra dan PKSKeputusan ini mengakhiri polemik Gerindra dan PKS yang berlangsung beberapa waktu belakangan."
Seorang Jurnalis Saudi Dikabarkan Disiksa hingga Tewas di Tahanan;Ervan Hardoko;"RIYADH, KOMPAS.com  - Seorang   jurnalis  dan penulis   Arab Saudi  Turki bin Abdul Aziz Al-Jasser dikabarkan telah meninggal dunia karena   disiksa  di dalam penjara.Kabar kematian Al-Jasser  ini dimuat dalam harian  The New Khaleej  terbitan Selasa (6/11/2018).Harian itu juga mengabarkan, Al-Jasser ditangkap dan disiksa hingga tewas karena dianggap sebagai pengelola akun Twitter Kashkool.Baca juga:  Polisi Turki Perluas Pencarian Jurnalis Saudi yang Hilang ke HutanAkun ini dikenal kerap mengungkap dugaan pelanggaran HAM yang dilakukan pemerintah dan keluarga kerajaan Arab Saudi.Sejumlah sumber mengatakan, pemerintah mengidentifikasi Al-Jasser sebagai ""admin"" akun tersebut berdasarkan laporan mata-mata yang bekerja di kantor regional Twitter di Dubai.Pada Maret lalu, aparat keamanan Saudi menangkap dan menahan Al-Jasser.Menurut sejumlah sumber, para mata-mata ini adalah bagian dari tentara siber Arab Saudi yang dibentuk Saud Al-Qahtani, mantan orang kepercayaan Pangeran Mohammed bin Salman.Lewat sebuah kicauan di akun Twitter-nya, Al-Qahtani mengatakan, menggunakan nama palsu di Twitter tidak akan melindungi sosok di balik nama tersebut dari kejaran pemerintah Saudi.Mengkritik pemerintah apalagi keluarga kerajaan Arab Saudi amat sulit dilakukan para jurnalis negeri itu.Salah satunya, Jamal Khashoggi (59), yang bekerja untuk harian The Washngton Post, dikenal amat keras mengkritik kebijakan pemerintah Arab Saudi lewat tulisan-tulisannya.Baca juga:  Ancam Bunuh Jurnalis Pengkritik Trump, Pria Ini DitangkapPada 2 Oktober lalu, Khashoggi menghilang usai datang ke kantor konsulat Arab Saudi di Istanbul, Turki.Setelah berulang kali menyangkal, pemerintah Arab Saudi mengakui Khashoggi tewas di dalam kantor konsulatnya tetapi membantah terlibat dalam kematian sang jurnalis."
Duka Keluarga Korban Lion Air, Pesan untuk Anak Sulung hingga Tangis Saat Tabur Bunga;Michael Hangga Wismabrata;"KOMPAS.com  -   Duka  mendalam tengah melanda para   keluarga  korban kecelakaan pesawat Lion Air JT 610.Pesawat nahas rute Jakarta-Pangkal Pinang itu jatuh di perairan Tanjung Karawang, Jawa Barat, pada Senin (29/10/2018) lalu, tak lama setelah lepas landas dari Bandara Soekarno-Hatta.Tim SAR gabungan sudah menemukan bagian tubuh dari sejumlah korban. Korban yang telah teridentifikasi, kemudian dikembalikan dan diserahkan kepada pihak keluarga untuk dimakamkan.Dengan iringan doa dari keluarga, jenazah korban pun diantar menuju liang lahat.Isak tangis pecah dan kenangan terakhir masih melekat di benak keluarga dekat para korban.Berikut sejumlah kisah saat prosesi pemakaman para korban tragedi Lion Air JT 610.1. DoniTim DVI Mabes Polri, kembali berhasil mengidentifikasi 17 jenazah pada Selasa (6/11/2018 ). Salah satunya adalah Doni, pegawai Sinas PUPR Kepulauan Bangka Belitung.""Tim DVI yang memberi kabar tadi,"" ujar saudara kembarnya, Dedi.Kepergian Doni, menyisakan kesedihan yang mendalam bagi keluarganya, terutama istri almarhum, Literiana.""Dulu waktu kecil, kalau dia sakit, selang sehari saya juga ikut sakit. Begitu juga sebaliknya,"" kenang Dedi.Doni, yang merupakan   anak  kembar, meninggalkan seorang istri dan 2 orang anak.""Kami ikhlas,"" ujar ibundanya, Kasni, lirih.Jenazah Doni dimakamkan di Pemakaman Semabung Baru, Rabu ( 7/11/2018) siang.""Besok jenazahnya datang. Akan kami makamkan di Pemakaman Semabung Baru, di sebelah makam bapak,"" ujar Dedi.Baca Juga:  Doni, Korban Lion Air JT 610, Dimakamkan di Samping Makam Sang Ayah2. AKBP MitoDian Anindita, istri AKBP Mito, terlihat tabah saat mengantar suaminya ke tempat pemakaman umum di Desa Rejomulyo Cepiring, Kendal, Jawa Tengah, Rabu (7/11/2018).Dian bersama ketiga anaknya melangkah di belakang mobil ambulans yang membawa jenazah suaminya.Pada kesempatan itu, Anindita mengatakan, ia sudah mengikhlaskan suaminya menghadap Allah SWT.Ia mengatakan, sebelum meninggal, suaminya berpesan kepada anaknya yang paling besar, Dito Surya, supaya bisa rajin belajar dan bisa menjaga kedua adik dan ibunya.“Itu   pesan  terakhir,” kata Dian, pelan.Baca Juga:  Pesan Terakhir Korban Lion Air AKBP Mito kepada Anak Tertuanya...3. dr Ibnu Hantoro  Kompas.com/Cynthia Lova  Suasana haru kediaman Ibnu Hantoro di Komplek Pelni, Blok C1 Nomor 5, RT 4 RW 17  Slamet Hantoro, ayah dari dokter Ibnu, mengatakan, Harisa yang merupakan anak pertama Ibnu, sempat bertanya-tanya mengenai tulisan dalam karangan bunga yang berjejer di rumah   duka  di Komplek Pelni, Blok C1, Sukmajaya, Depok.""  Anak  pertamanya nanya, kok nama papi disebut-sebut terus. Dia baru bisa belajar membaca, makanya pas lihat karangan bunga depan rumah, dia bertanya-tanya terus,"" kata Slamet.Slamet menuturkan, jenazah Ibnu berhasil diidentifikasi Tim Disaster Victim Identification (DVI) berkat sampel DNA yang diambil darinya.Jenazah Ibnu akan dimakamkan di TPU Pondok Ranggon, Jakarta Timur.Saat kecelakaan terjadi, Ibnu pergi ke Kota Pangkal Pinang untuk melanjutkan masa pengabdian wajib kerjanya sebagai dokter spesialis di RSUD Kota Bangka Belitung, selama satu tahun.Baca Juga:  Suasana Haru di Kediaman Dokter Ibnu, Korban JT 6104. Imam RiyantoDi mata keluarganya, Imam Riyanto adalah sosok panutan dan penyayang keluarga.Imam Rismanto, kakak dari Imam Riyanto mengatakan, adiknya sering kali membimbing dirinya dan adik-adiknya yang lain.“Dia baik, dia sosok panutan yang selalu membimbing saya apabila saya ada masalah. Ia juga yang mengingatkan saya,” ucap Rismanto, di TPU Gandul, Cinere, Depok, Jawa Barat, Selasa (6/11/2018).Rismanto mengatakan, ia terakhir bertemu kakaknya pada hari Minggu (28/10/2018) di kediamannya saat kumpul keluarga.“Terakhir ketemu itu Minggu sore. Dia pinjam sepeda saya untuk keliling kompleks,” ucap Rismanto.Baca Juga:  Kenangan Keluarga terhadap Pegawai BPK Korban JT 610...5.   Tabur bunga  penuh haruTangis haru pecah tatkala keluarga dan kerabat korban jatuhnya pesawat Lion Air PK-LQP penerbangan JT 610 melakukan prosesi   tabur bunga  di atas KRI Banjarmasin, Selasa (6/11/2018) siang.Prosesi tabur bunga dilakukan di geladak KRI Banjarmasin, di perairan Karawang, Jawa Barat.Anggota keluarga menyebar ke tiga sisi geladak sambil memandangi luas dan birunya lautan tempat jatuhnya pesawat Lion Air JT 610.Mereka tampak didampingi 2-3 prajurit TNI AL dan relawan yang memayungi mereka.Ada pula relawan yang membawakan keranjang bunga. Para prajurit dan relawan itu juga terlihat berusaha menenangkan para anggota keluarga yang menangis.Selain menangis haru, ada juga salah seorang keluarga korban yang menangis histeris.Salah satunya seorang perempuan yang terlihat histeris di tepian geladak. Ia terlihat amat berduka karena kehilangan suaminya.""Sudah yuk, sudah ya kita lepas bunganya boleh ya, Bismillahirrahmanirahim,"" kata seorang lelaki sambil menenangkan sanak saudaranya.Baca Juga:  Suasana Haru dalam Prosesi Tabur Bunga di Lokasi Jatuhnya Lion Air JT 610Sumber: KOMPAS.com (Ardito Ramadhan, Cynthia Lova)"
"Pembelaan Fayakhun Berjudul ""Saya Bukan Pelaku Utama, Dituntut Bagai Pelaku Utama""";Abba Gabrillin;"JAKARTA, KOMPAS.com  - Terdakwa mantan anggota Komisi I DPR,   Fayakhun Andriadi  menyampaikan nota pembelaan atau pleidoi pribadi di Pengadilan Tindak Pidana Korupsi Jakarta, Rabu (7/11/2018).Pleidoi yang dibacakan sendiri oleh Fayakhun itu berjudul ""Pelaku Utama Belum Ditangkap, Saya Bukan Pelaku Utama, Dituntut Bagaikan Pelaku Utama"".""Saya merasa sendirian dalam kasus yang membelit saya. Belum ada rekan DPR yang ditahan. Belum ada birokrat Bappenas atau Kemenkeu yang ditahan dalam kasus saya,"" ujar Fayakhun saat membaca pleidoi.Fayakhun mengakui menerima uang. Politisi Partai Golkar itu mengaku bersalah dan menyatakan menyesal telah menerima uang dari pengusaha terkait pengadaan barang di Badan Keamanan Laut (  Bakamla ).Baca juga:  Fayakhun Ingin Biayai Munas Golkar supaya Karier Politiknya MeningkatNamun, menurut Fayakhun, tidak mungkin dia mengupayakan penambahan anggaran Bakamla tanpa ada keterlibatan pihak lainnya. Meski sebagai anggota Badan Anggaran DPR, Fayakhun merasa tak punya kewenangan untuk memutuskan penambahan anggaran secara sepihak.""Saya tidak punya kewenangan memimpin rapat, memutus rapat. Saya tidak berwenang tanda tangan dokumen apapun terkait anggaran Bakamla atau APBN-P. Saya bukan siapa-siapa dalam konteks penambahan anggaran Bakamla,"" kata Fayakhun.Menurut Fayakhun, masih banyak pelaku utama yang semestinya bertanggung jawab dalam perkara korupsi yang menjeratnya.Baca juga:  Fayakhun Sebut Yorrys dan Idrus Terima Uang dari Proyek BakamlaFayakhun merasa tuntutan 10 tahun penjara dan denda Rp 1 miliar sangat berat baginya. Fayakhun memohon agar majelis hakim meringankan hukuman terhadap dirinya.Menurut jaksa, Fayakhun menerima   suap  911.480 dollar Amerika Serikat. Uang tersebut diduga diberikan oleh Direktur Utama PT Merial Esa Fahmi Darmawansyah.Menurut jaksa, uang tersebut patut diduga diberikan agar Fayakhun selaku anggota Komisi I DPR mengupayakan alokasi atau ploting penambahan anggaran pada Badan Keamanan Laut (Bakamla). Anggaran tersebut rencananya untuk pengadaan satelit monitoring dan drone.Menurut jaksa, anggaran tersebut diusulkan pada Anggaran Pendapatan dan Belanja Negara Perubahan (APBN-P) tahun 2016."
Pemegang Kartu Sehat di Bekasi Kini Harus Dapat Rujukan Puskesmas Sebelum ke RSUD;Dean Pahrevi;"BEKASI , KOMPAS.com  - Pemerintah Kota   Bekasi  mengubah sistem penggunaan   Kartu Sehat  (KS) berbasis Nomor Induk Kependudukan (NIK).Wakil Wali Kota Bekasi Tri Adhianto mengatakan, kini pemilik   kartu sehat  harus terlebih dahulu mendapat surat rujukan puskesmas apabila ingin berobat ke   RSUD  atau rumah sakit swasta.""Yang dilakukan sekarang membuat suatu konsep bahwa kami ingin mengoptimalkan apa yang kita miliki. Puskesmas kita juga bagus-bagus dan RSUD juga sudah mampu,"" kata Tri saat ditemui di Kantor Wali Kota Bekasi, Jawa Barat, Rabu (7/11/2018).Baca juga:  Kadis Pertamanan DKI: Kalau Memungkinkan, Saya Ingin Ada Kartu Sehat PohonTri mengatakan, tidak ada batasan penyakit bagi pemegang kartu sehat untuk berobat di puskesmas dan rumah sakit.Saat puskesmas tidak dapat menangani, pasien dirujuk ke RSUD.""Kalau (RSUD) tidak mampu, harus (dirujuk) RS swasta ya tidak apa-apa. Jadi dibawa ke RS yang sudah ada MoU dengan Pemkot Bekasi,"" ujar Tri.Baca juga:  Jokowi Jadi Presiden, Pedagang Pasar Tanah Abang Ingatkan Program Kartu SehatKartu sehat  sebelumnya bisa digunakan warga berobat dimana pun dengan berbagai penyakit.Tri menambahkan, perubahan ini bertujuan menjadikan pelayanan kesehatan lebih efektif.""Harus ada kajian medis. Jadi misalnya cuma pusing, mencret, penginnya ke dokter spesialis, padahal bisa di puskesmas,"" ujar dia.Baca juga:  Rieke Bagi-bagi Kartu Sehat dan Pintar di Taman BungkulKebijakan ini sudah berlaku sejak Kamis (1/11/2018).Warga cukup datang dan mendaftar ke puskesmas terdekat dengan membawa kartu sehat dan KTP.Puskesmas baru akan merujuk pasien ke RSUD jika tidak dapat menangani.Baca juga:  Apa Beda BPJS Kesehatan dengan Kartu Sehat ala Jokowi?Pasien yang menderita penyakit keras secara darurat, bisa langsung ke RSUD atau RS swasta tanpa meminta rujukan puskesmas.Bagi warga yang belum memiliki kartu sehat, bisa mendapat pelayanan kesehatan di puskesmas dengan membawa KTP dan Kartu Keluarga (KK).Pemkot Bekasi menganggarkan pembiayaan kartu sehat berbasis NIK tahun 2018 sebesar Rp 219 miliar."
Saudi Bakal Bayar Kompensasi kepada Keluarga dan Tunangan Khashoggi;Ardi Priyatno Utomo;"RIYADH, KOMPAS.com  -   Arab Saudi  dilaporkan bakal membayar   kompensasi  uang kepada keluarga serta tunangan jurnalis   Jamal Khashoggi  yang tewas dibunuh 2 Oktober lalu.Kabar tersebut dihembuskan oleh sumber Turki kepada  Al Jazeera , sebagaimana dikutip  Middle East Eye  Selasa (6/11/2018).Baca juga:  Buntut Kasus Khashoggi, Megaproyek Saudi Terancam TergangguSumber itu menerangkan, Saudi bakal membayar diyat, atau kompensasi finansial sesuai dengan hukum Islam untuk kasus pembunuhan atau penganiayaan.""  Kompensasi  tersebut bakal diberikan kepada keluarga serta tunangan Khashoggi, Hatice Cengiz,"" ujar pejabat anonim tersebut.Dalam wawancara dengan  CNN , dua putra Khashoggi, Salah dan Abdullah, meminta agar jenazahnya dikembalikan supaya mereka bisa memakamkannya dengan layak di Madinah, kampung halamannya.Mereka berdua menyatakan percaya kepada upaya yang dilakukan Raja Salman untuk menangkap pelakunya dan menghukumnya di pengadilan.Sebelumnya, Khashoggi dibunuh di Konsulat Saudi di Istanbul ketika datang untuk mengurus dokumen pernikahannya dengan Cengiz.Awalnya Saudi bersikukuh bahwa jurnalis berusia 59 tahun tersebut telah meninggalkan gedung konsulat dengan selamat.Namun sumber penyelidik Turki mengungkapkan kontributor  The Washington Post  tersebut dibunuh dengan jenazahnya dimutilasi oleh 15 orang.Penyelidik anonim Turki membeberkan jenazah Khashoggi dimutilasi untuk memudahkan ketika hendak dilenyapkan menggunakan cairan asam.Riyadh akhirnya berujar Khashoggi tewas di dalam konsulat. Awalnya Khashoggi disebut tewas dalam pertikaian sebelum mengakui kasus itu merupakan pembunuhan berencana.Media Turki  Daily Sabah  memberitakan, Riyadh mengirim tim beranggotakan 11 orang pada 11 Oktober untuk menutupi bukti pembunuhan Khashoggi.Baca juga:  Saudi Kirim Tim Pembersih untuk Hapus Jejak Kematian Khashoggi"
Kolektor Tawar Karya Seni Buatan Napi dengan Harga Tinggi di Kota Tua;Sherly Puspita;"JAKARTA, KOMPAS.com  - Pegawai Direktorat Jenderal Pemasyarakatan Kementerian Hukum dan Hak Asasi Manusia (Ditjen PAS Kemenkumham) Dimas mengatakan,   karya seni  buatan para narapidana kerap ditawar dengan harga tinggi.Salah satunya karya lukis pada jaket buatan   napi  LP Cipinang dalam pameran seni ""Hope Art Exhibition"" di Gedung Seni Rupa dan Keramik, Kawasan Kota Tua, Jakarta Barat, pada 31 Oktober hingga Rabu (7/11/2018).""Ada yang tawar jaket ini Rp 3,5 juta. Ini dilukis tangan, tetapi karena jumlahnya terbatas, kami masih tahan dulu,"" ujar Dimas ketika ditemui, Rabu.Baca juga:  Melihat Hasil Karya Seni Para Napi di Kota TuaIa melanjutkan, ada sebuah lukisan yang telah terjual Rp 10 juta.Karya tersebut berupa seni lukis tiga dimensi berukuran 0,5x1,5 meter persegi buatan para napi Lapas Cipinang.""Lukisan ini bisa menimbulkan kesan yang berbeda jika dilihat dari berbagai sudut dan bisa menampilkan efek seperti bergerak. Pernah ada yang beli Rp 10 juta oleh kolektor untuk lukisan semacam ini,"" tuturnya.Baca juga:  11 Napi Kabur dari Lapas Wamena PapuaPara napi akan memperoleh keuntungan dari penjualan karya seni menurut ketentuan yang telah disepakati.Melalui pameran ini, para napi diharapkan dapat mengembangkan potensi diri sebagai bekal saat bebas dari masa hukuman.Acara ini merupakan kerja sama Direktorat Jenderal Pemasyarakatan dengan Second Chance Foundation, yayasan yang bergerak dalam pendampingan pembinaan napi selama menjalani masa hukuman.Baca juga:  Napi Korban Gempa Berjalan Kaki 3 Hari demi Menyerahkan Diri ke Rutan MajeneSebelum diselenggarakan di Museum Seni Rupa, pameran serupa telah diselenggarakan di berbagai tempat antara lain Gedung The East, Grand Indonesia Shopping Mall, dan Jakarta Convention Center Hall Senayan.Pameran ini juga menampilkan karya seni lain seperti seni patung dari susunan lilitan kertas koran, rajut, sulam, robot dari kemasan korek gas, Al-Quran raksasa, hingga batik."
Menteri Desa: Ada 30.000 Inovasi Warga yang Siap Didanai Dana Desa;Fabian Januarius Kuwado;"JAKARTA, KOMPAS.com  - Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Eko Putro Sandjoyo mengatakan sudah ada lebih dari 30.000 inovasi warga desa yang siap didanai oleh program   dana desa .""Sekarang, sudah ada 30.000 lebih inovasi dari masyarakat desa. Itu kami dokumentasikan ya, baik dalam bentuk tertulis atau video,"" ujar Eko saat dijumpai di Kompleks Istana Presiden, Jakarta, Rabu (7/11/2018).Hal ini sejalan dengan instruksi Presiden Joko Widodo bahwa dana desa jangan hanya dipakai untuk membangun infrastruktur fisik semata.   Dana desa  juga perlu digunakan untuk pengembangan ekonomi masyarakat desa sekaligus inovasi-inovasinya.Eko melanjutkan, salah satu inovasi warga desa itu adalah Bank Sampah di Desa Bojong Kidul, Garut, Jawa Barat. Dana desa digunakan untuk pembiayaan proses sampah hingga menjadi pupuk kompos.Baca juga:  APBD Defisit, Aceh Utara Belum Cairkan Sisa Dana Desa 2017 Sebesar Rp 17,9 Miliar""Masyarakat diminta mengumpulkan sampah dan dibayar tergantung besaran sampah yang dikumpulkan. Ada Rp 10.000, Rp 50.000 atau Rp 100.000. Sampah itu dikelola menjadi kompos. Komposnya diwajibkan kepada masyarakat desa tidak boleh kimia, tapi organik,"" ujar Eko.""Keuntungannya, pertama, desanya menjadi bersih. Kedua, memberikan pekerjaan buat masyarakat. Ketiga, pendapatan masyarakat dapat naik karena tanamannya menjadi organik. Itu sudah berhasil dan banyak ditiru di beberapa desa,"" lanjut dia.Contoh lain di Desa Kutuh, Bali. Selama ini, masyarakat di desa itu memproduksi rumpul laut. Namun dinilai kurang maksimal karena keterbatasan akses. Dana desa itu pun digunakan untuk membangun akses yang lebih mudah agar produksi dan kualitas rumput laut kian optimal.Baca juga:  Dana Desa, Angkat Potensi Taman Wisata Alam Bukit Kaba di Bengkulu""Dulu tebingnya 100 meter lebih. Sekarang tebingnya dipotong pakai dana desa dan jadi desa wisata. Sekarang desa itu pendapatannya sudah Rp 34 miliar per tahun. Keuntungan bersihnya Rp 4 miliar. Dikembangkan lagi sekarang membuat sarana simpan pinjam. Itu asetnya satu desa sudah Rp 127 miliar,"" ujar Eko.Sebelumnya, Presiden Jokowi mengungkapkan, dana desa sudah saatnya tak hanya digunakan untuk pembangunan infrastruktur saja, tetapi juga untuk pengembangan ekonomi dan inovasi warga desa.Hal itu diungkapkan ketika bertemu para pendamping desa di Banten, beberapa waktu yang lalu.""Kita ingin dana desa tidak hanya untuk infrastruktur saja. Tapi digeser sedikit ke mengenai pemberdayaan ekonomi dan inovasi di desa. Misalnya untuk pemberdayaan PAUD, pakai dana desa agar anak-anak memiliki gizi baik, agar cerdas. Ada juga desa wisata, misalnya Umbul Ponggok. Itu per tahun pendapatannya Rp 14 miliar lho,"" ujar Jokowi."
