title;author;content
Selama Disekap Ekstremis Suriah, Jurnalis Jepang Dilarang Gaduh dan Bergerak;Veronika Yasinta;"TOKYO, KOMPAS.com  -   Jurnalis  asal   Jepang  yang ditawan kelompok   ekstremis    Suriah  selama 40 bulan kini dapat bernafas lega.Meski mendapat cercaan karena dalam video yang dirilis kelompok tersebut dia mengaku sebagai warga negara Korea Selatan, Jumpei Yasuda dapat kembali ke Jepang pada Kamis (25/10/2018) malam.Mengutip  Reuters  dari  Straits Times , Yasuda menceritakan pengalamannya selama berada dalam tahanan.Baca juga:  Jurnalis Jepang: 3 Tahun Disekap Rasanya Seperti di NerakaDia dilarang untuk bergerak atau berisik bahkan ketika tidur sekali pun.Selama 8 bulan, Yasuda harus tinggal dalam kurungan berukuran 1,5 meter x 1 meter. Dia tidak diizinkan untuk mandi, mencuci baju, atau gaduh.""Karena saya tidak mencuci rambut saya, kepala saya gatal. Tapi ketika saya menggaruk, itu membuat berisik,"" ucapnya kepada surat kabar Asahi Shimbun saat penerbangan pulang ke Jepang.""Bernapas dengan hidung, menggeretakkan jari, bergerak saat tidur, itu semua dilarang,"" imbuhnya.Dia tidak makan selama 20 hari sebagai upaya untuk mencegah melakukan gerakan apa pun.""Tinggal kulit dan tulang saja, sangat mual. Jika lebih lama lagi, mungkin saya akan mati, tetapi akhirnya saya pindah ke tempat yang berbeda,"" ujar Yasuda.""Mereka tidak memberikan saya makanan, atau jika mereka memberi saya makanan kaleng, mereka tidak akan membawa pembuka kaleng,"" katanya.Sebelum Yasuda menginjakkan kaki di Jepang, dia menjadi target kemarahan warganet karena menyebut dirinya bukan warga Jepang.""Dia menganggu masyarakat,"" tulis seorang pengguna Twitter.""Dia anti warga-negara,"" tulis yang lain.Baca juga:  Jepang Pastikan Jurnalis yang Ditahan di Suriah sejak 2015 Telah DibebaskanMenanggapi kritikan tersebut, Yasuda mengeluarkan pernyataan yang dibacakan oleh istrinya, Myu.""Saya minta maaf karena membuat masalah dan kekhawatiran, tapi terima kasih untuk kalian semua, saya dapat pulang ke rumah dengan selamat,"" ucapnya.Saat sampai di Jepang, Yasuda disambut oleh sang istri dan orangtuanya, yang membawa makanan rumahan Jepang untuk merayakan kepulangannya."
Pendidikan Anak Usia Dini, Apa yang Harus Dicermati oleh Orangtua?;Alek Kurniawan;KOMPAS.com –    Pendidikan anak  usia dini sejatinya adalah sebuah investasi jangka panjang untuk anak meraih kesuksesan di masa mendatang. Berkaca pada hal itu, setiap orangtua tentu menginginkan pendidikan terbaik untuk buah hatinya.Pertanyaan yang kemudian mengemuka adalah, bagaimana cara orangtua memilih lembaga   pendidikan anak  usia dini atau  pre-school  yang tepat untuk putra-putrinya? Serta faktor apa saja yang harus dicermati dalam pemilihan tersebut?Pada dasarnya, melansir artikel Kompas.com pada Jumat, (22/1/2016), pendidikan terbaik akan dapat diperoleh anak ketika metode dan sistem pembelajaran di kelas sesuai dengan gaya belajar mereka.Oleh karena itu sebelum menentukan pilihan sekolah mana yang akan dimasuki, sebaiknya orangtua harus terlebih dahulu mengetahui kemampuan dan kebutuhan si buah hati. Hal ini untuk memastikan anak dapat mengikuti proses pembelajaran dengan menyenangkan tanpa merasa tertekan.Kemudian, setelah itu barulah orangtua bisa melihat faktor lainnya yang wajib dicermati saat menentukan  pre-school  untuk anak. Berikut pembahasannya.1. Tenaga pendidik yang cakapBaik atau tidaknya kualitas  pre-school  yang akan dipilih bisa dilihat lewat tenaga pendidiknya. Kerap disebutkan bahwa tenaga pendidik atau guru adalah ujung tombak yang menentukan anak akan belajar dan bermain dengan menyenangkan atau tidak.Selain harus memiliki  background  pendidikan yang sesuai, seorang guru juga harus cakap dalam memberikan pengajaran yang baik agar mereka nyaman berada di kelas.“Hal utama yang harus dilakukan guru adalah membuat anak didik nyaman terlebih dahulu berada di kelas. Jika hal tersebut sudah tercapai, maka mereka akan memiliki rasa  trust  kepada guru sehingga pembelajaran menjadi lebih optimal,” ungkap Koordinator Guru Early Years Sinarmas World Academy, Len kepada Kompas.com, Jumat (6/10/2018).Lebih lanjut, seorang guru juga harus pandai melihat perkembangan dan hal apa saja yang dibutuhkan anak. Terlebih bila anak memiliki masalah dalam proses belajar mengajar di kelas. Guru yang baik akan mengkomunikasikan kepada orangtua tentang perkembangan maupun kendala-kendala yang mungkin saja dihadapi si buah hati.2. Lingkungan sekolahHal selanjutnya yang harus dicermati dalam memilih  pre-school  adalah lingkungan sekolah ( environment ) itu sendiri. Perhatikan, apakah sekolah memiliki sarana dan prasarana yang memadai atau tidak?Selain itu cermati juga ruang belajar anak didik. Melansir artikel Kompas.com, Senin (21/5/2018), ruang belajar yang baik bagi siswa  pre-school  harus memiliki furnitur yang sesuai ukuran dengan tubuh anak-anak. Dengan begini mereka bisa mengambil barang yang dibutuhkannya sendiri tanpa bergantung kepada orang dewasa.“Hal ini supaya anak didik dapat lebih nyaman berada di kelas dan guru bisa melihat perkembangan masing-masing anak dengan lebih fokus,” jelasnya kepada Kompas.com.3. Nilai dasar atau filosofi sekolahSetiap sekolah mempunyai nilai dasar dan filosofinya masing-masing. Meskipun secara kasat mata komponen ini tidak banyak diperhatikan oleh orangtua, tetapi nyatanya hal ini sangat penting. Sebab, nilai dasar dan filosofi sekolah menentukan bagaimana budaya belajar mengajar di kelas berlangsung.Hal terpenting yang harus Anda lakukan sebagai orangtua adalah kenali terlebih dahulu nilai-nilai dasar yang dipegang teguh oleh sekolah. Kemudian, sesuaikan pula dengan kebutuhan anak Anda, apakah kepribadian dan gaya belajar si anak cocok atau tidak.4. Penggunaan kurikulumKurikulum dan pembelajaran merupakan satu kesatuan yang saling mendukung dalam sebuah pendidikan. Kurikulum yang tepat akan dapat memberikan pembelajaran yang sesuai sehingga proses belajar mengajar pun akan berjalan lancar.Oleh karena itu, penting hukumnya menerapkan kurikulum yang tepat untuk menciptakan pendidikan yang berkualitas. Hal ini seperti yang diterapkan oleh Sinarmas World Academy (SWA).“Pada   pendidikan anak usia dini , ada beberapa tahapan berbeda yang dimiliki anak sesuai usianya. Dalam hal ini berarti beda usia maka beda  skills  juga yang akan dipelajari,” ungkap Kelly.Melihat fakta tersebut, SWA menggunakan dua kurikulum yang berbeda sesuai dengan tahapan usia anak, yakni Early Years Foundation Stage (EYFS) dan Cambridge Primary Curriculum Stage 1.Pada tahap ini peserta didik difokuskan pada empat area pembelajaran, seperti pendidikan literasi, matematika dasar, seni dan desain ekspresif, serta pengetahuan dasar komputer dan robotik.Setelah anak bertambah usia pada rentang 5-6 tahun, lanjut Kelly, mereka akan masuk ke dalam kelas Kindergarten 2.“Pada kelas ini kami menggunakan Cambridge Primary Curriculum Stage 1 yang berfokus pada persiapan peserta didik masuk ke jenjang berikutnya, yakni sekolah dasar,” ujarnya lagi.Pembelajaran komputasi matematika mulai dikenalkan di kelas ini. Selain itu, pelajaran ilmu pengetahuan alam, bahasa Inggris, bahasa Mandarin, dan kesenian juga mulai difokuskan.Selain pentingnya keberadaan kurikulum, ternyata peran orangtua terhadap perkembangan  anak usia dini di sekolah juga mempunyai posisi yang strategis.“Orangtua harus berlaku  supportive, cooperative,  dan  open minded  dalam pendidikan anak usia dini. Selain itu, komunikasi yang apik juga harus terjalin antara orangtua dan guru, jadi terjalin hubungan yang terbuka,” ujar Kelly.Dengan begitu, diharapakan siswa usia dini bisa mendapatkan pendidikan yang berkualitas sebagai bekal untuk mengecap pendidikan selanjutnya.
ICW: Praktik Jual-Beli Jabatan seperti Lingkaran Setan Korupsi;Devina Halim;"JAKARTA, KOMPAS.com  - Wakil Koordinator Indonesia Corruption Watch (  ICW ) Ade Irawan menyebutkan bahwa praktik suap dengan modus jual/beli jabatan memiliki pola seperti lingkaran setan   korupsi .Ia menjelaskan, modus praktik ini secara umum adalah suap dan pemerasan. Menurut Ade, prosesnya seperti melakukan tender, tetapi terkait jabatan tertentu.""Modusnya macam tender suap, pemberi suap paling besar, dia yang akan dipilih,"" ujarnya ketika dihubungi oleh  Kompas.com , Jumat (26/10/2018).Nilai dari jabatan tersebut akan bergantung pada seberapa strategis posisi itu. Ade menuturkan, semakin besar anggaran yang dikelola oleh pemegang jabatan tersebut, nilai posisi tersebut pun akan semakin tinggi.Baca juga:  Suap Jual Beli Jabatan di Cirebon Mulai Rp 50 Juta hingga Rp 200 JutaHal itu akan membuka peluang terjadinya korupsi.   Pejabat  tersebut dapat melakukan korupsi terhadap proyek yang dikelolanya untuk mempertahankan jabatannya tersebut.""Suap jabatan jadi awalan korupsi. Karena selanjutnya, supaya si   pejabat  tetap dengan jabatannya (tidak dimutasi atau  no-job ), harus terus setor,"" terangnya.""Modal untuk setor ya dari korupsi proyek yang dikelola lembaga di lingkungannya. Jadi akan menjadi semacam lingkaran setan korupsi,"" imbuh dia.Ada beberapa hal yang menjadi penyebab praktik tersebut, mulai dari ingin memperkaya diri hingga mengembalikan modal pada saat proses pemilihan.Baca juga:  Kronologi Penangkapan Bupati Cirebon oleh Penyidik KPKUntuk itu, ia pun menyarankan diberlakukannya lelang jabatan agar prosesnya berjalan adil dan terbuka.Ade juga menyebutkan pentingnya proses pemilihan kepala daerah yang berintegritas dan terbebas dari segala bentuk mahar politik.Aspek pengawasan juga menjadi salah satu hal penting, yang dapat dilakukan melalui Komisi Aparatur Sipil Negara (KASN).Baru-baru ini, praktik tersebut diduga dilakukan oleh Bupati Cirebon Sunjaya Purwadisastra. Ia merupakan salah satu orang yang terjaring dalam Operasi Tangkap Tangan (OTT) yang dilakukan oleh Komisi Pemberantasan   Korupsi  (KPK) di Cirebon.Petugas KPK menemukan uang miliaran rupiah yang merupakan barang bukti atas dugaan transaksi suap.Ketua KPK Agus Rahardjo mengatakan, penangkapan ini diduga terkait jual beli jabatan di lingkungan pemerintah daerah."
Jalan Panjang Kasus Frantinus Nirigi (3);Kontributor Pontianak, Yohanes Kurnia Irawan;"PONTIANAK ,KOMPAS.com -Menurut  Bruder Stephanus Paiman dari Forum Relawan Kemanusiaan   Pontianak  (FRKP) dan JPIC Kapusin , penerjemah dari Lion Air menambah dan mengurangi terjemahan, sehingga banyak yang terkesan mengada-ada.""Karena kami juga bawa orang yang fasih bahasa Inggris, sehingga tahu apa yang disampaikan oleh penerjemah dari Lion Air itu,"" ucapnya.     Kemudian, pada saat kuasa hukum ingin menghadirkan saksi ahli, dimentahkan oleh hakim dengan alasan saksi dari jaksa penuntut umum sudah banyak dan waktu penahanan sudah terlalu lama.     ""Ketua majelis hakim mengatakan agar kuasa hukum lebih baik mempersiapkan   banding  atau kasasi, padahal tahapan sidang lainnya seperti pledoi, replik, duplik serta putusan blm ada,"" ungkap Biarawan Kapusin ini.Baca juga:  Sidang Frantinus Nirigi, PN Mempawah Disebut Tak Berwenang Mengadili""Artinya pernyataan ketua majelis ini kita sudah tau bahwa Frans kalah dan siap-siap dihukum penjara,"" tambahnya.    Stephanus menambahkan, yang mengejutkan adalah pada saat kuasa hukum mengajukan agar menghadirkan saksi yang meringankan yang ada didalam BAP, majelis hakim menanyakan apakah kuasa hukum punya duit atau tidak.     ""Ada hal yg ditabrak Ketua Majelis Hakim, beliau bertanya kepada pengacara terdakwa, saudara punya duit enggak. Pertanyaan ini karena pengacara terdakwa minta agar saksi yang di BAP harus dihadirkan,"" papar Stepanus.     ""Terutama saksi yang meringankan terdakwa. Saksi yg di BAP tersebut, wajib dihadirkan Jaksa Penuntut Umum. Tetapi faktanya, saksi yang akan meringankan terdakwa tidak dihadirkan, tetapi saksi yg hanya 'katanya' dihadirkan Jaksa dalam persidangan,"" pungkas Stephanus.Bruder Stephanus Paiman mengatakan, pihaknya akan segera mengumpulkan berkas-berkas persidangan termasuk hasil putusan dan diserahkan ke KY untuk dipelajari.“Saya akan melaporkan putusan ini pada Komisi Yudisial (KY) dengan bukti-bukti persidangan, karena dari awal kasus ini dipaksakan, terlihat penuh kejanggalan,” ujarnya.    Bruder Step mengatakan bahwa pihaknya sudah berkomunikasi dengan KY untuk menindaklanjuti hasil putusan tersebut."
"Timses Prabowo-Sandiaga: ""Undecided Voters"" Tak Yakin dengan Presiden Jokowi";Kristian Erdianto;"JAKARTA, KOMPAS.com  - Anggota Direktorat Advokasi dan Hukum Badan Pemenangan Nasional (BPN) Ferdinand Hutahaean menilai bahwa elektabilitas pasangan capres-cawapres nomor urut 02 Prabowo Subianto berpotensi unggul dari pasangan Joko Widodo-Ma'ruf Amin pada Pilpres 2019.Ferdinand mengatakan, meski hasil survei Litbang Kompas menunjukkan elektabilitas Jokowi unggul, namun posisinya belum aman karena jumlah  undecided voters  masih tinggi.""Survei tersebut menunjukkan bahwa Jokowi sekarang di atas kertas menang, tapi tidak aman karena  undecided voters  masih tinggi,"" ujar Ferdinand saat dihubungi, Jumat (26/10/2018).Baca juga:  Pendukung Militan, Kubu Prabowo-Sandiaga Yakin Bisa Tingkatkan ElektabilitasBerdasarkan hasil survei terbaru Litbang Kompas yang digelar pada 24 September-5 Oktober 2018, menunjukkan adanya kemungkinan para pendukung kedua pasangan yang berpotensi menggeser arah dukungan.Sebanyak 30,7 persen pemilih Jokowi-Ma’ruf yang masih berpeluang mengubah dukungannya hingga pemilu nanti. Kemungkinan serupa pada pasangan   Prabowo-Sandiaga  sebesar 34,2 persen.Dengan adanya pemilih ragu pada kedua belah pihak dan mereka yang hingga kini belum menentukan pilihan sebesar 14,7 persen, maka total massa mengambang dapat mencapai 46,8 persen.Baca juga:  Elektabilitas Prabowo-Sandiaga Turun Pasca Kasus Ratna Sarumpaet, Apa Kata Ketum PAN?Ferdinand meyakini  undecided voters  berasal dari kalangan pemilih yang sudah tidak yakin dengan kepemimpinan Presiden Jokowi.""Maka yang akan kami lakukan adalah meyakinkan mereka dengan janji, terutama mengoreksi semua kebijakan rezim Jokowi yang tidak tepat dan menjadi beban rakyat,"" kata Ferdinand."
Gempa 6,8 Magnitudo di Yunani, Getaran Terasa Sampai Italia dan Albania;Veronika Yasinta;"ATHENA, KOMPAS.com  -   Gempa  berkekuatan 6,8 magnitudo melanda pesisir   Yunani  pada Jumat (26/10/2018).Badan Survei Geologi AS (USGS) mencatat,   gempa  itu mengguncang pulau wisata Zante atau dikenal juga sebagai Zakynthos, di   Laut Ionia  pada pukul 01.50 waktu setempat.Melansir  Daily Express , pusat gempa terletak di Laut Ionia, dekat pulau Zante, dengan kedalaman sekitar 16 km.USGS menyebut ada potensi tsunami kecil sehingga penduduk diminta untuk menjauhi pantai.Baca juga:  Selamat dari Gempa Palu, Atlet Paralayang Singapura Tewas di India saat BeraksiLembaga itu mengklaim sebanyak 19,3 juta orang kemungkinan merasakan gempa, termasuk 54.000 orang yang merasakan gempa sangat kuat.""Beberapa kerusakan dimungkinkan dan dampaknya harus dilokalisir secara relatif,"" tulis USGS.Getaran gempa dilaporkan juga terasa hingga   Italia  dan   Albania.""Saya dan rekan saya tinggal di Zante, dan rekan saya terbangun. Ada tiga gempa susulan namun lebih kecil, gempa yang besar menggerakkan beberapa benda di kamar,"" tulis seorang saksi mata di media sosial.Pusat Seismologi Eropa-Mediterania (EMSC) mengatakan, seorang saksi mata menyebut getaran gempa sangat kuat hingga menjatuhkan benda dari rak.Menurut keterangan saksi mata, gempa berlangsung selama 15 hingga 30 detik.Pemadam kebakaran Yunani menyatakan belum ada laporan mengenai kerusakan di pulau tersebut.Baca juga:  Gempa 6,0 Magnitudo Guncang TaiwanNamun, sebagian dinding gereja ambruk di kota utama Pyrgos, bagian selatan area Peloponnese. Media lokal melaporkan, sebuah biara abad ke-15 di daerah Strofades di pulau itu telah rusak.Yunani terletak di salah satu wilayah paling rawan gempa di dunia, dan ribuan gempa tercatat setiap tahunnya.Sementara, situs berita Italia,  Il Messaggero , melaporkan gempa tersebut dirasakan hingga Italia selatan.Petugas pemadam kebakaran di daerah Sisilia, Calabria, dan Puglia menerima ribuan panggilan telepon setelah gempa melanda."
"Strategi Kubu Prabowo-Sandiaga Menggaet Suara dari ""Undecided Voters""";Kristian Erdianto;"JAKARTA, KOMPAS.com  - Anggota Direktorat Advokasi dan Hukum Badan Pemenangan Nasional (BPN) Prabowo Subianto-Sandiaga Uno Ferdinand Hutahaean menuturkan, pihaknya berupaya menggaet  undecided voters  atau pemilih yang belum menentukan pilihan untuk meningkatkan elektabilitas pasangan nomor urut 02 itu.Menurut Ferdinand, pemilih yang belum menentukan pilihan berasal dari kalangan masyarakat yang sudah tidak yakin dengan kepemimpinan Presiden Joko Widodo. Namun belum yakin untuk memilih Prabowo Subianto.Terkait hal itu, kata Ferdinand, BPN akan meyakinkan undecided voters dengan strategi mengoreksi kebijakan pemerintah yang justru menjadi beban masyarakat.Baca juga:  Pendukung Militan, Kubu Prabowo-Sandiaga Yakin Bisa Tingkatkan Elektabilitas""Maka yang akan kami lakukan adalah meyakinkan mereka dengan janji, terutama mengoreksi semua kebijakan rezim Jokowi yang tidak tepat dan menjadi beban rakyat,"" ujar Ferdinand saat dihubungi, Jumat (26/10/2018).Politisi Partai Demokrat itu mencontohkan berbagai kritik dari BPN pasangan   Prabowo-Sandiaga  terhadap pemerintah, khususnya di bidang ekonomi.Ferdinand berpendapat bahwa sebagian besar kebijakan pemerintahan Presiden Jokowi justru membuat perekonomian Indonesia terpuruk.""Maka kami akan mengoreksi semua kesalahan itu sehingga undecided voters akan memilih Prabowo karena datang dengan semangat arus perubahan, memperbaiki yang salah dan meningkatkan ekonomi yang sudah terlanjur terpuruk di era Jokowi,"" kata Ferdinand.Berdasarkan hasil survei terbaru Litbang Kompas yang digelar pada 24 September-5 Oktober 2018, elektabilitas pasangan Joko Widodo-Ma'ruf Amin mencapai 52,6 persen dalam   Pilpres 2019 . Sementara pasangan Prabowo Subianto-Sandiaga Salahuddin Uno mendapat 32,7 persen.Baca juga:  Timses Prabowo-Sandiaga: Undecided Voters Tak Yakin dengan Presiden JokowiSurvei tersebut juga menunjukkan adanya kemungkinan para pendukung kedua pasangan yang berpotensi menggeser arah dukungan.Sebanyak 30,7 persen pemilih Jokowi-Ma’ruf yang masih berpeluang mengubah dukungannya hingga pemilu nanti. Kemungkinan serupa pada pasangan Prabowo-Sandiaga sebesar 34,2 persen.Dengan adanya pemilih ragu pada kedua belah pihak dan mereka yang hingga kini belum menentukan pilihan sebesar 14,7 persen, maka total massa mengambang dapat mencapai 46,8 persen."
Sejumlah Program DKI untuk Buruh;Nibras Nada Nailufar;"JAKARTA, KOMPAS.com -  Upah Minimum Provinsi (UMP) DKI Jakarta 2019 yang akan segera ditetapkan. Selain menetapan besaran UMP, Pemerintah Provinsi DKI Jakarta akan mengembangkan sejumlah program subsidi bagi buruh berupah minimum.Berikut sejumlah program DKI untuk buruh selain menaikkan UMP:1. Rusunami DP Rp 0Gubernur DKI Jakarta Anies Baswedan menginginkan progran rumah susun milik (rusunami) DP Rp 0 atau Solusi Rumah Warga (Samawa) bisa menjangkau buruh.""Kita juga ingin ada program DP Rp 0 samawa yang kita ingin agar sebagian dari teman-teman bekerja yang bisa yang sudah berhak memenuhi kriteria bisa memanfaatkannya,"" kata Anies di Balai Kota, Kamis (25/10/2018).Presiden Konfederasi Serikat Pekerja Indonesia (KSPI) Said Iqbal mengatakan, rusunami DP Rp 0 salah satu program yang dinantikan buruh.Baca juga:  Rusunami DP Rp 0 Bisa Dicicil 20 Tahun, Cicilan Rp 2 Jutaan Per Bulan""Pembelian rumah dengan DP 0 persen itu adalah sesuatu yang sangat dinantikan,"" kata Said Iqbal usai bertemu Anies.Menurut Iqbal, perumahan menjadi komponen yang memberatkan buruh. Namun dengan program rusunami DP Rp 0, buruh dengan penghasilan minimum bisa membeli rumah.""Yang namanya buruh penerima upah minimum sampai dengan upah minimum plus 10 persen enggak mungkin punya kemampuan bisa membeli rumah. Nah kehadiran di mana Gubernur memutuskan untuk meminta pengadaan rumah DP 0 persen itu kita sambut baik,"" kata Iqbal.2. TransportasiSaid Iqbal mengatakan perumahan dan transportasi menghabiskan hingga 35 persen penghasilan pekerja. Ia menyambut baik pengadaan kartu pekerja yang dapat membuat penggunanya bisa naik bus transjakarta gratis.""Keuntungannya 0 rupiah untuk transportasi mulai dari angkot sampai transjakarta. Dulu tak melibatkan angkot. Padahal yang mahal adalah angkot,"" kata Iqbal.Biaya angkot yang bisa digratiskan adalah yang terintegrasi dengan bus transjakarta lewat program JakLingko atau OK Otrip. Para buruh dengan kartu pekerja bisa mendapat fasilitas itu.3. Kartu Jakarta Pintar bagi anak buruhGubernur DKI akan melonggarkan jangkauan Kartu Jakarta Pintar bagi anak sekolah. Jika dulu kartu itu diberikan lewat sekolah berdasarkan penilaian sekolah terhadap kemampuan ekonomi orangtua anak, kini penyalurannya juga didasarkan profesi.""Kalau dulu kami menjangkau anak itu hanya berbasis sekolah, sekarang kami ingin menjaringnya lewat basis profesi. Karena sudah tahu kalau beliau pengemudi angkot, misalnya, otomatis pastinya akan berhak,"" kata Anies.Baca juga:  Buruh dengan Gaji 10 Persen di Atas UMP Bisa Dapat Kartu PekerjaSaid Iqbal mengatakan selama ini memang buruh belum tentu mendapat KJP. Ia mengaku menemukan penyaluran KJP selama ini belum tepat sasaran.""Dulu kan basis sekolah, kami temui RT karena punya saudaranya dapat KJP padahal belum tentu dia berhak. Tapi kalau penerima upah minimum pasti dia tidak punya kemampuan yang cukup untuk menyekolahkan anaknya lebih baik,"" kata Iqbal.4. Menjangkau pekerja penghasilan UMP plus 10 persenKartu pekerja yang diluncurkan DKI tahun lalu tak diminati buruh. Said Iqbal mengatakan, itu  disebabkan jangkauannya terlalu sempit. Ia menyambut baik upaya Pemprov DKI melonggarkan kriteria penerima Kartu Pekerja.""Yang lalu itu mengalami kegagalan dalam implementasi. Kebijakan ada, tapi kegagalan dalam implementasi karena pekerja hanya untuk satu tahun ke bawah. Apa ukurannya? Berapa jumlahnya? Siapa saja yang disebut satu tahun ke bawah?"" kata Iqbal.Kriteria masa kerja di bawah satu tahun itu, kata Iqbal, membingungkan. Sebab banyak yang bekerja bertahun-tahun namun masih menerima upah minimum.Pemprov DKI kini bakal menghapus persyaratan itu dan menyalurkan Kartu Pekerja dengan sasaran penerima UMP dan UMP plus 10 persen.""Kalau sekarang lebih jelas, penerima upah minimum siapa saja sampai dengan penerima upah minimum di atas 10 persen bisa dapat kartu pekerja,"" ujar Iqbal.Besaraan   UMP DKI  2019 bakal ditetapkan dalam peraturan gubernur yang diteken Jumat ini. Besarannya akan diumumkan serentak di seluruh Indonesia pada 1 November 2018."
Golkar Targetkan 110 Kursi di Pileg 2019;Ihsanuddin;"JAKARTA, KOMPAS.com  - Partai   Golkar  menargetkan bisa meraih 18 persen suara atau 110 kursi DPR di Pemilu Legislatif 2019. Target itu meningkat 19 kursi dari perolehan kursi partai beringin di senayan saat ini.""Target untuk Pemilu 2019 secara nasional sebanyak 18 persen atau 110 kursi. Jadi kita matangkan untuk strategi kemenangan,"" kata Ketua Umum Partai Golkar Airlangga Hartarto dalam keterangan tertulisnya, Jumat (26/10/2018).Untuk mengejar target tersebut, Airlangga terus melakukan konsolidasi dengan bertemu para caleg Golkar di sejumlah daerah. Setelah konsolidasi di Jawa Barat dan Jawa Timur, Airlangga pada Kamis (25/10/2018) kemarin juga telah melakukan konsolidasi dengan caleg Golkar se-Jawa Tengah di Solo.Baca juga:  Survei Kompas: 6 Parpol Terancam Tak Lolos DPR, 5 Parpol Lain Belum AmanAirlangga mengingatkan para kadernya untuk bekerja keras agar target ini tercapai.Saat ini, kata Airlangga, jumlah anggota DPR RI dari dapil Jateng sebanyak 11 orang dan DPRD Provinsi Jateng 10 orang. Airlangga berharap jumlah jumlah kursi DPR RI dari dapil Jawa Tengah bisa ditingkatkan menjadi 13 kursi. Sementara untuk DPRD Provinsi Jateng, ia menargetkan jumlahnya naik menjadi 16 kursi.""Saya optimistis target tersebut akan tercapai,"" kata dia.Sedangkan untuk Pilpres, Airlangga kembali menegaskan komitmen partainya mendukung dan memenangkan pasangan Joko Widodo - Ma'ruf Amin.""Kalau dari segi Pilpres, di Jawa Tengah ini sudah sangat bagus. Targetnya tentu di masing-masing dapil, itu yang akan kita dorong terus,"" kata Menteri Perindustrian ini."
Bertemu Nadia Murad, Macron Janji Terima 100 Perempuan Yazidi Korban ISIS;Veronika Yasinta;"PARIS, KOMPAS.com  - Presiden Perancis Emmanuel   Macron  berjanji untuk menerima 100 perempuan   Yazidi , yang menjadi korban serangan Kelompok Negara Islam di Irak dan Suriah (  ISIS ).Sebanyak 20 perempuan Yazidi yang kini berada di Irak Kurdistan tanpa akses perawatan akan dibawa ke Perancis pada akhir tahun ini, sementara sisanya pada 2019.Melansir  AFP , Macron menawarkan suaka tersebut setelah bertemu dengan peraih   Nobel Perdamaian    Nadia Murad  di Paris.Baca juga:  Nadia Murad, Bekas Budak Seks ISIS yang Raih Nobel PerdamaianMurad merupakan satu dari ribuan perempuan Yazidi yang ditangkap ISIS, sebelum mereka diusir dari Sinjar dan bagian lain di Irak.Di Paris, dia memaparkan laporan Federasi Internasional untuk Hak Asasi Manusia (FIDH) tentang kebrutalan yang dialami perempuan Yazidi selama pengepungan ISIS.Sementara itu, Macron mengaku siap memberikan dukungan pendanaan bagi wilayah Sinjar untuk membangun rumah sakit dan sekolah.Dengan begitu, ada harapan bagi etnis Yazidi untuk kembali ke wilayah mereka.Seperti diketahui, Murad menyerukan kampanye untuk mengakhiri kekerasan seksual sebagai senjata perang.Dia pernah ditawan sebagai budak seks ISIS, namun berhasil melarikan diri. Sementara, perempuan dan pria yang lebih tua menghadapi eksekusi selama serangan ISIS terhadap Yazidi.Baca juga:  Nadia Murad, Wanita Korban Teroris ISIS Siapkan Sebuah Buku""Bagi saya, keadilan bukan berarti membunuh semua anggota ISIS yang melakukan kejahatan kepada kami,"" ucapnyaLebih dari 6.800 orang Yazidi diculik sejak 2014, dengan 4.300 orang berhasil melarikan diri atau dibeli sebagai budak, dan 2.500 lainnya masih hilang.Federasi itu menyerukan agar pemerintah mendorong warganya yang berjuang untuk menangani masalah genosida dan kejahatan terhadap manusia."
